date,action,price,shares,amount,gain_pct
2025-07-23,SELL,354.08538818359375,184.0392458299958,65165.6078007299,30.33121560145978
2025-11-12,SELL,391.73602294921875,174.837283538496,68490.06211661533,44.189604456032264
