ticker,name,initial_price,final_price,final_value,total_return,annualized_return,buy_hold_value,buy_hold_return,strategy_diff,cash,shares,num_trades,num_sells,num_buys
NVDA,英伟达,22.94692611694336,179.88540649414062,5146573.829982907,4.1465738299829065,0.7265244612289334,7839194.041824989,6.839194041824989,-2.6926202118420823,2770516.4750742787,13208.72771847683,47,32,15
GOOGL,谷歌,90.42676544189453,300.9949951171875,2921290.1974941287,1.9212901974941288,0.42952438214595134,3328605.1275448715,2.3286051275448716,-0.4073149300507428,1165232.9820115673,5834.174135682452,22,16,6
AAPL,苹果,148.32125854492188,257.2699890136719,1749228.97241735,0.74922897241735,0.2048941264549511,1734545.617651652,0.734545617651652,0.014683354765697931,247217.38422389136,5838.26972571464,14,9,5
ROK,罗克韦尔自动化,271.68121337890625,368.07000732421875,1355777.0345017384,0.35577703450173837,0.10678370816147265,1354786.3790304917,0.3547863790304917,0.0009906554712466598,81058.53047194873,3463.250139006678,2,2,0
