date,action,price,shares,amount,gain_pct,sell_ratio
2025-07-23,SELL,354.08538818359375,110.4235350942718,39099.36028845992,30.33120096153306,3.0
2025-11-12,SELL,391.73602294921875,107.11082904144365,41959.170183488815,44.189588259411735,3.0
