date,action,price,shares,amount,change_pct
2024-02-07,SELL,397.6600036621094,165.0818779514532,65646.46019072278,31.292920381445537
2024-07-12,SELL,424.44000244140625,165.0818779514532,70067.35268074673,40.134705361493445
2024-08-26,SELL,454.489990234375,165.0818779514532,75028.06109802825,50.0561221960565
2025-02-24,SELL,498.4200134277344,165.0818779514532,82280.11182523891,64.56022365047781
2025-03-17,SELL,523.010009765625,165.0818779514532,86339.47459951726,72.67894919903449
